code_fase,name
2003,CENTRE SCOLAIRE SAINT-BENOIT - SAINT-SERVAIS                                                                                                                                                                                                              
2004,DAMES DE L'INSTRUCTION CHRETIENNE D.I.C. COLLEGE                                                                                                                                                                                                          
2009,CENTRE D'ENSEIGNEMENT SECONDAIRE LEON MIGNON                                                                                                                                                                                                              
2011,INSTITUT DE LA CONSTRUCTION DES ARTS DECORATIFS ET INDUSTRIELS                                                                                                                                                                                            
2014,INSTITUT D'ENSEIGNEMENT SECONDAIRE SAINT-LUC                                                                                                                                                                                                              
2017,ECOLE D'HOTELLERIE ET DE TOURISME                                                                                                                                                                                                                         
2019,ECOLE DE COIFFURE ET DE BIOESTHETIQUE                                                                                                                                                                                                                     
2020,INSTITUT SAINT-LAURENT                                                                                                                                                                                                                                    
2022,INSTITUT DON BOSCO                                                                                                                                                                                                                                        
2026,INSTITUT MARIE-THERESE                                                                                                                                                                                                                                    
2027,ATHENEE ROYAL FRAGNEE                                                                                                                                                                                                                                     
2038,"LYCEE TECHNIQUE PROVINCIAL ""JEAN BOETS""                                                                                                                                                                                                                   "
2040,CENTRE D'ENSEIGNEMENT SECONDAIRE LEONARD DEFRANCE                                                                                                                                                                                                         
2043,INSTITUT SAINT-JEAN BERCHMANS                                                                                                                                                                                                                             
2044,ATHENEE ROYAL LIEGE ATLAS                                                                                                                                                                                                                                 
2073,INSTITUT SAINT-BARTHELEMY D.O.A.                                                                                                                                                                                                                          
2101,ATHENEE ROYAL MONTEGNEE - GRACE-HOLLOGNE                                                                                                                                                                                                                  
2123,"ATHENEE ROYAL ""AIR PUR""                                                                                                                                                                                                                                   "
2124,ATHENEE ROYAL LUCIE DEJARDIN                                                                                                                                                                                                                              
2125,COLLEGE SAINT-MARTIN - I.S.M. PAIRAY                                                                                                                                                                                                                      
2128,ECOLE POLYTECHNIQUE DE SERAING - ENSEIGNEMENT DE LA PROVINCE DE LIEGE                                                                                                                                                                                     
2129,INSTITUT D'ENSEIGNEMENT SECONDAIRE SAINTE-MARIE                                                                                                                                                                                                           
2133,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE SERAING                                                                                                                                                                                                  
2159,ATHENEE ROYAL SOUMAGNE                                                                                                                                                                                                                                    
2174,ATHENEE ROYAL VISE                                                                                                                                                                                                                                        
2175,D.O.A. SAINT-HADELIN                                                                                                                                                                                                                                      
2176,COLLEGE SAINT-HADELIN                                                                                                                                                                                                                                     
2177,INSTITUT SACRE-COEUR ET SAINT-JOSEPH                                                                                                                                                                                                                      
2215,ATHENEE PROVINCIAL DE FLEMALLE GUY LANG                                                                                                                                                                                                                   
2246,COLLEGE ROYAL MARIE-THERESE                                                                                                                                                                                                                               
2247,COLLEGE PROVIDENCE I - D.O.A.                                                                                                                                                                                                                             
2248,INSTITUT DE LA PROVIDENCE                                                                                                                                                                                                                                 
2249,COLLEGE PROVIDENCE II D.O.A.                                                                                                                                                                                                                              
2272,ATHENEE ROYAL ARDENNE - HAUTES FAGNES                                                                                                                                                                                                                     
2273,INSTITUT NOTRE-DAME                                                                                                                                                                                                                                       
2280,ATHENEE ROYAL PEPINSTER                                                                                                                                                                                                                                   
2284,ATHENEE ROYAL ET ECOLE D'HOTELLERIE DE SPA                                                                                                                                                                                                                
2292,COLLEGE SAINT-REMACLE D.O.A.                                                                                                                                                                                                                              
2293,COLLEGE SAINT-REMACLE                                                                                                                                                                                                                                     
2308,INSTITUT SAINT-ROCH 2E ET 3E DEGRES                                                                                                                                                                                                                       
2309,INSTITUT SAINT-ROCH D.O.A.                                                                                                                                                                                                                                
2310,INSTITUT PROVINCIAL D'ENSEIGNEMENT AGRONOMIQUE                                                                                                                                                                                                            
2334,ATHENEE ROYAL THIL LORRAIN VERVIERS I                                                                                                                                                                                                                     
2335,INSTITUT NOTRE-DAME
2337,CENTRE SCOLAIRE SAINT-FRANCOIS-XAVIER                                                                                                                                                                                                                     
2338,INSTITUT SAINT-MICHEL D.O.A.                                                                                                                                                                                                                              
2339,ECOLE POLYTECHNIQUE DE VERVIERS - ENSEIGNEMENT DE LA PROVINCE DE LIEGE                                                                                                                                                                                    
2344,INSTITUT D'ENSEIGNEMENT TECHNIQUE DON BOSCO
2347,INSTITUT SAINT-FRANCOIS-XAVIER                                                                                                                                                                                                                            
2348,INSTITUT SAINT-MICHEL (Enseignement général et technique)                                                                                                                                                                                                 
2354,ATHENEE ROYAL VERDI                                                                                                                                                                                                                                       
2355,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE VERVIERS                                                                                                                                                                                                 
2356,INSTITUT SAINTE-CLAIRE                                                                                                                                                                                                                                    
2361,ATHENEE ROYAL WAIMES                                                                                                                                                                                                                                      
2365,ATHENEE ROYAL DE WELKENRAEDT                                                                                                                                                                                                                              
2366,INSTITUT SAINT-JOSEPH                                                                                                                                                                                                                                     
2371,INSTITUT SAINT-JOSEPH                                                                                                                                                                                                                                     
2377,COLLEGE NOTRE-DAME                                                                                                                                                                                                                                        
2396,COLLEGE SAINTE-CROIX ET NOTRE-DAME
2397,COLLEGE SAINTE-CROIX ET NOTRE-DAME D.O.A.
2401,ATHENEE ROYAL HANNUT                                                                                                                                                                                                                                      
2410,ATHENEE ROYAL DE SAINT-GEORGES-SUR-MEUSE                                                                                                                                                                                                                  
2415,ATHENEE ROYAL WAREMME                                                                                                                                                                                                                                     
2416,COLLEGE SAINT-LOUIS
2417,INSTITUT SAINT-LOUIS                                                                                                                                                                                                                                      
2418,INSTITUT SAINT-LAURENT                                                                                                                                                                                                                                    
2419,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HESBAYE                                                                                                                                                                                                  
2442,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE PARAMEDICAL                                                                                                                                                                                                 
2448,ECOLE ROYALE TECHNIQUE QUARTIER COL. AVI RENSON                                                                                                                                                                                                           
2460,ATHENEE ROYAL ARLON                                                                                                                                                                                                                                       
2461,INSTITUT NOTRE-DAME - 2E ET 3E DEGRES                                                                                                                                                                                                                     
2462,INSTITUT SAINTE-MARIE -ENSEIGNEMENT SECONDAIRE                                                                                                                                                                                                            
2463,INSTITUT NOTRE-DAME D.O.A.                                                                                                                                                                                                                                
2465,INSTITUT CARDIJN LORRAINE - ENSEIGNEMENT TECHNIQUE ET PROFESSIONNEL                                                                                                                                                                                       
2467,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE ETIENNE LENOIR                                                                                                                                                                                              
2487,INSTITUT CARDIJN LORRAINE- ENSEIGNEMENT GENERAL                                                                                                                                                                                                           
2490,ATHENEE ROYAL ATHUS                                                                                                                                                                                                                                       
2506,ATHENEE ROYAL DE BASTOGNE - HOUFFALIZE                                                                                                                                                                                                                    
2508,INSTITUT NOTRE-DAME - SEMINAIRE 2E ET 3E DEGRES                                                                                                                                                                                                           
2509,INSTITUT COMMUNAL D'ENSEIGNEMENT TECHNIQUE                                                                                                                                                                                                                
2514,INSTITUT NOTRE-DAME SEMINAIRE 1ER DEGRE                                                                                                                                                                                                                   
2541,INSTITUT DU SACRE-COEUR                                                                                                                                                                                                                                   
2544,ATHENEE ROYAL VIELSALM - MANHAY                                                                                                                                                                                                                           
2563,INSTITUT DU SACRE-COEUR                                                                                                                                                                                                                                   
2586,ATHENEE ROYAL DE LA ROCHE-EN-ARDENNE                                                                                                                                                                                                                      
2587,INSTITUT SAINT-JOSEPH-SACRE-COEUR
2593,ATHENEE ROYAL MARCHE-BOMAL                                                                                                                                                                                                                                
2594,INSTITUT SAINTE-JULIE                                                                                                                                                                                                                                     
2596,INSTITUT SAINT-ROCH                                                                                                                                                                                                                                       
2600,INSTITUT SAINT-LAURENT - Enseignment général - D2-D3                                                                                                                                                                                                      
2626,INSTITUT NOTRE-DAME                                                                                                                                                                                                                                       
2636,ATHENEE ROYAL DE BOUILLON - PALISEUL                                                                                                                                                                                                                      
2637,INSTITUT SAINTE-MARIE - ENSEIGNEMENT SECONDAIRE                                                                                                                                                                                                           
2665,ATHENEE ROYAL DE NEUFCHATEAU - BERTRIX                                                                                                                                                                                                                    
2667,INSTITUT SAINT-MICHEL                                                                                                                                                                                                                                     
2680,INSTITUT SAINT-JOSEPH                                                                                                                                                                                                                                     
2688,INSTITUT NOTRE-DAME D.O.A.                                                                                                                                                                                                                                
2689,INSTITUT SAINT-JOSEPH
2693,COLLEGE D'ALZON                                                                                                                                                                                                                                           
2710,INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE BERTRIX                                                                                                                                                                                                           
2712,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE CENTRE ARDENNE                                                                                                                                                                                              
2721,ATHENEE ROYAL GERMAIN ET GILBERT GILSON                                                                                                                                                                                                                   
2738,INSTITUT SAINTE-ANNE                                                                                                                                                                                                                                      
2756,ATHENEE ROYAL NESTOR OUTER                                                                                                                                                                                                                                
2757,COLLEGE NOTRE-DAME DU BONLIEU                                                                                                                                                                                                                             
2758,INSTITUT DE LA SAINTE-FAMILLE I.S.F.                                                                                                                                                                                                                      
2762,INSTITUT DES ARTS ET METIERS
2776,COMMUNAUTE SCOLAIRE SAINT-BENOIT 1ER DEGRE                                                                                                                                                                                                                
2777,COMMUNAUTE SCOLAIRE SAINT-BENOIT 2E ET 3E DEGRES                                                                                                                                                                                                          
2787,COLLEGE SAINT-BENOIT DE MAREDSOUS                                                                                                                                                                                                                         
2792,ATHENEE ROYAL NORBERT COLLARD                                                                                                                                                                                                                             
2793,INSTITUT NOTRE-DAME                                                                                                                                                                                                                                       
2794,INSTITUT NOTRE-DAME DU SACRE-COEUR                                                                                                                                                                                                                        
2805,ATHENEE ROYAL DU CONDROZ JULES DELOT                                                                                                                                                                                                                      
2806,ECOLE TECHNIQUE PROVINCIALE D'AGRICULTURE                                                                                                                                                                                                                 
2807,INSTITUT SAINT-JOSEPH ENSEIGNEMENT GENERAL                                                                                                                                                                                                                
2808,INSTITUT DE LA PROVIDENCE                                                                                                                                                                                                                                 
2809,INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE                                                                                                                                                                                                                   
2823,ATHENEE ROYAL ADOLPHE SAX                                                                                                                                                                                                                                 
2824,COLLEGE NOTRE-DAME DE BELLEVUE                                                                                                                                                                                                                            
2826,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE                                                                                                                                                                                                             
2827,COMMUNAUTE SCOLAIRE LIBRE GEORGES COUSOT                                                                                                                                                                                                                  
2865,ATHENEE ROYAL ROCHEFORT-JEMELLE                                                                                                                                                                                                                           
2866,INSTITUT JEAN XXIII                                                                                                                                                                                                                                       
2880,COLLEGE DE GODINNE-BURNOT D2-D3                                                                                                                                                                                                                           
2894,ATHENEE ROYAL JEAN TOUSSEUL                                                                                                                                                                                                                               
2895,INSTITUT PROVINCIAL ENSEIGNEMENT SECONDAIRE                                                                                                                                                                                                               
2896,INSTITUT SAINTE-BEGGE                                                                                                                                                                                                                                     
2915,CENTRE SCOLAIRE SAINT-JOSEPH ET SAINT-HUBERT                                                                                                                                                                                                              
2920,SEMINAIRE DE FLOREFFE                                                                                                                                                                                                                                     
2965,ATHENEE ROYAL DE JAMBES                                                                                                                                                                                                                                   
2967,INSTITUT SAINTE-MARIE (D2 D3)                                                                                                                                                                                                                             
2968,INSTITUT SAINTE MARIE                                                                                                                                                                                                                                     
2969,INSTITUT SAINT-JOSEPH                                                                                                                                                                                                                                     
2972,ECOLE AVE MARIA                                                                                                                                                                                                                                           
2973,COLLEGE SAINT-SERVAIS                                                                                                                                                                                                                                     
2974,ECOLE PROFESSIONNELLE                                                                                                                                                                                                                                     
2977,COLLEGE NOTRE-DAME DE LA PAIX                                                                                                                                                                                                                             
2980,INSTITUT SAINT-BERTHUIN
2986,LYCEE DE LA COMMUNAUTE FRANCAISE                                                                                                                                                                                                                          
2987,ATHENEE ROYAL FRANCOIS BOVESSE                                                                                                                                                                                                                            
2989,INSTITUT SAINT-LOUIS                                                                                                                                                                                                                                      
2990,INSTITUT SAINT-AUBAIN - SAINTE ELISABETH                                                                                                                                                                                                                  
2991,ETABLISSEMENT DES SOEURS NOTRE-DAME
2992,COMMUNAUTE SCOLAIRE SAINTE-MARIE                                                                                                                                                                                                                          
2998,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE FELICIEN ROPS                                                                                                                                                                                               
2999,INSTITUT TECHNIQUE                                                                                                                                                                                                                                        
3001,INSTITUT SAINTE-URSULE                                                                                                                                                                                                                                    
3002,INSTITUT ILON SAINT-JACQUES                                                                                                                                                                                                                               
3003,INSTITUT NOTRE-DAME
3005,INSTITUT DES TECHNIQUES ET DES COMMERCES AGRO-ALIMENTAIRES
3007,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE HENRI MAUS                                                                                                                                                                                                  
3008,ECOLE HOTELIERE PROVINCIALE DE NAMUR                                                                                                                                                                                                                      
3009,INSTITUT COMM. ROGER LAZARON - ECOLE PROFESS. - ECOLE DES BEAUX-ARTS                                                                                                                                                                                      
3010,"INSTITUT D'ENS. DES ARTS,TECHNIQUES,SCIENCES ET ARTISANAT -  I.A.T.A.                                                                                                                                                                                     "
3020,INSTITUT DE LA PROVIDENCE                                                                                                                                                                                                                                 
3047,ATHENEE ROYAL TAMINES                                                                                                                                                                                                                                     
3048,COMMUNAUTE EDUCATIVE SAINT-JEAN-BAPTISTE (2E ET 3E DEGRES)                                                                                                                                                                                                
3049,COMMUNAUTE EDUCATIVE SAINT-JEAN-BAPTISTE                                                                                                                                                                                                                  
3057,COLLEGE SAINT-ANDRE (enseignement technique et professionnel)                                                                                                                                                                                             
3058,COLLEGE SAINT-ANDRE (enseignement général)                                                                                                                                                                                                                
3071,ATHENEE ROYAL GEMBLOUX                                                                                                                                                                                                                                    
3072,COLLEGE SAINT-GUIBERT (D2-D3)                                                                                                                                                                                                                             
3074,COLLEGE SAINT-GUIBERT D.O.A.                                                                                                                                                                                                                              
3075,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE                                                                                                                                                                                                             
3084,ATHENEE ROYAL BAUDOUIN I ER                                                                                                                                                                                                                               
3104,INSTITUT SAINTE-MARIE                                                                                                                                                                                                                                     
3107,ATHENEE ROYAL JEAN REY                                                                                                                                                                                                                                    
3117,ATHENEE ROYAL FLORENNES                                                                                                                                                                                                                                   
3120,INSTITUT SAINTS-PIERRE ET PAUL
3121,INSTITUT SAINT-JOSEPH D.O.A.                                                                                                                                                                                                                              
3131,"ATHENEE ROYAL ""JEAN ROSTAND"" DE PHILIPPEVILLE                                                                                                                                                                                                             "
3132,INSTITUT NOTRE-DAME
3152,INSTITUT DE MOT-COUVREUR                                                                                                                                                                                                                                  
3156,ATHENEE BRACOPS-LAMBERT                                                                                                                                                                                                                                   
3157,INSTITUT SAINT-SEPULCRE                                                                                                                                                                                                                                   
3158,INSTITUT DE LA VIERGE FIDELE                                                                                                                                                                                                                              
3166,DIVISION PREPARATOIRE A L'ECOLE ROYALE MILITAIRE                                                                                                                                                                                                          
3192,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE                                                                                                                                                                                                             
3195,ECOLE ROYALE DES SOUS-OFFICIERS NR. 1 DEPARTEMENT FORMATION DES ELEVES                                                                                                                                                                                    
3198,INSTITUT EMILE GRYSON                                                                                                                                                                                                                                     
3206,INSTITUT SAINT-LUC                                                                                                                                                                                                                                        
3226,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE RENEE JOFFROY                                                                                                                                                                                               
3227,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE                                                                                                                                                                                                             
3229,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE PARAMEDICAL DE LIEGE-HUY-VERVIERS (E.P.S.C.)                                                                                                                                                                
3230,INSTITUT DOMINIQUE PIRE                                                                                                                                                                                                                                   
3231,INSTITUT DE RADIOELECTRICITE ET CINEMATOGRAPHIE                                                                                                                                                                                                           
3232,INSTITUT SAINT-LUC                                                                                                                                                                                                                                        
3236,INSTITUT DON BOSCO                                                                                                                                                                                                                                        
3237,INSTITUT DES TECHNIQUES HOSPITALIERES (I.T.E.H.O) JEANNE D'ARC                                                                                                                                                                                            
4809,ATHENEE ROYAL D'IXELLES                                                                                                                                                                                                                                   
5143,COLLEGE DE GODINNE-BURNOT D.O.A.                                                                                                                                                                                                                          
5381,ATHENEE COMMUNAL LEONIE DE WAHA                                                                                                                                                                                                                           
5862,COLLEGE DE L'ALLIANCE                                                                                                                                                                                                                                     
5983,"COLLEGE ""LES TOURNESOLS""                                                                                                                                                                                                                                  "
G1,Athenäum César-Franck
G2,Bischöfliche Schule St.Vith
G3,Bischöfliches Sankt-Marien-Institut
G4,Institut Sankt Maria Goretti
G5,Königliches Athemäum (Athénéé Royal) Sankt Vith
G6,Königliches Athemäum Eupen
G7,Pater-Damian-Sekundarschule
G8,ROBERT - SCHUMAN – INSTITUT
